"","(Intercept)","X1","X2"
"1",0.359173616777022,0.350588918719224,0.00779331609238375
"2",0.550095892258504,0.111599236570517,-0.00864784708675194
"3",-1.13972817131052,-1.16756224743595,-0.0211439568887414
"4",-0.931272335664799,-1.40592496990437,-0.0411483591253314
"5",1.11242040777613,1.3686586262803,0.00368826367597557
"6",0.956522719770671,-0.191047473446667,-0.0397707345628151
"7",0.11518284454974,-0.446022199094409,-0.0246526498895852
"8",0.406075481007662,-0.456661919175293,-0.0274268735487016
"9",-0.370584917812215,1.53963924983555,0.084923265154282
"10",-0.300567847271933,0.221911031502061,0.0181395566156189
"11",-0.284704084018301,-0.0383516889860698,0.0103552936393449
"12",0.0643686967852153,-1.15056707924069,-0.0487283370267347
"13",-0.0820898461681041,1.66487995770061,0.0867749553801387
"14",0.242108670821712,0.734234495490615,0.0334525761698813
"15",0.222173625630714,-0.327175208520892,-0.0201712968726366
"16",-0.919174753131919,-0.808198730296093,-0.0134371717263767
